timestamp,blockheight,close,difficulty,supply,lnprice,Ret,Log_Ret,Volatility,S2F,blocks_to_halving,blocks_to_nearest_halving
2010-10-13,84963.0,0.105,1378.0281650373051,4248150.0,-2.2537949288246137,,,,,125037.0,84963.0
2010-10-14,85168.0,0.102,1378.0281650373033,4258400.0,-2.282782465697866,-0.02857142857142858,-0.028987536873252298,,1.1354894754426996,124832.0,85168.0
2010-10-15,85345.0,0.105,1378.0281650373051,4267250.0,-2.2537949288246137,0.02941176470588247,0.028987536873252406,,1.3182880581998297,124655.0,85345.0
2010-10-16,85603.0,0.10099999999999999,1378.028165037298,4280150.0,-2.2926347621408776,-0.03809523809523818,-0.03883983331626401,,0.9062865031326325,124397.0,85603.0
2010-10-17,85873.0,0.102,1378.0281650372972,4293650.0,-2.282782465697866,0.00990099009900991,0.00985229644301164,,0.868625063419584,124127.0,85873.0
2010-10-18,86122.0,0.1024,1378.028165037299,4306100.0,-2.2788685663767296,0.0039215686274511885,0.003913899321136536,,0.944853386147329,123878.0,86122.0
2010-10-19,86378.0,0.09706246,1378.0281650372983,4318900.0,-2.332400590178918,-0.05212441406250001,-0.05353202380218857,,0.9216823630136987,123622.0,86378.0
2010-10-20,86642.0,0.099,1378.0281650372976,4332100.0,-2.312635428847547,0.019961785431772405,0.01976516133137099,,0.896409298464093,123358.0,86642.0
2010-10-21,86828.0,0.107,1962.4910931944305,4341400.0,-2.234926444520231,0.08080808080808066,0.07770898432731611,,1.276211518633083,123172.0,86828.0
2010-10-22,86982.0,0.10378125,2149.0218149467028,4349100.0,-2.265469960405117,-0.03008177570093451,-0.030543515884886078,,1.5447073474470734,123018.0,86982.0
2010-10-23,87157.0,0.104995,2149.0218149467055,4357850.0,-2.2538425490060554,0.011695272508280619,0.011627411399061439,,1.3617534246575342,122843.0,87157.0
2010-10-24,87362.0,0.11500999999999999,2149.0218149467087,4368100.0,-2.162736197877647,0.09538549454735912,0.09110635112840829,,1.1648112261944537,122638.0,87362.0
2010-10-25,87565.0,0.132,2149.021814946708,4378250.0,-2.0249533563957662,0.14772628467089843,0.13778284148188105,,1.1790539172683716,122435.0,87565.0
2010-10-26,87806.0,0.1503,2149.021814946711,4390300.0,-1.8951219822232084,0.13863636363636345,0.12983137417255777,,0.9954527368839879,122194.0,87806.0
2010-10-27,88019.0,0.1877,2149.021814946709,4400950.0,-1.672910335389674,0.24883566200931484,0.22221164683353445,,1.1294102514631166,121981.0,88019.0
2010-10-28,88238.0,0.1731,2149.0218149467096,4411900.0,-1.7538858167999734,-0.07778369738945123,-0.08097548141029955,,1.101132169888034,121762.0,88238.0
2010-10-29,88461.0,0.19,2149.02181494671,4423050.0,-1.6607312068216509,0.09763142692085491,0.0931546099783225,,1.084071503163585,121539.0,88461.0
2010-10-30,88713.0,0.1989,2186.4311433381836,4435650.0,-1.6149530931222105,0.046842105263157796,0.04577811369944028,,0.9617416829745596,121287.0,88713.0
2010-10-31,88892.0,0.1925,3091.7368904118084,4444600.0,-1.647659125254298,-0.03217697335344394,-0.0327060321320876,,1.3578174026172802,121108.0,88892.0
